participant_id,date,gender,activity_type,duration_minutes,calories_burned,daily_steps,avg_heart_rate,sleep_hours
P013,2026-03-16,Male,HIIT,36,374.0,8223.0,114.0,7.7
P012,2026-02-19,Male,Running,40,409.0,8189.0,110.0,9.7
P016,2026-02-06,Male,HIIT,40,381.0,6351.0,114.0,7.5
P026,2026-02-28,Male,HIIT,23,247.0,5974.0,130.0,8.4
P024,2026-01-13,Female,Walking,54,223.0,8671.0,99.0,5.4
P030,2026-03-27,Male,Cycling,54,441.0,5264.0,122.0,8.1
P006,2026-01-13,Male,Swimming,25,234.0,3393.0,127.0,5.7
P008,2026-03-03,Male,Yoga,40,203.0,7072.0,103.0,6.0
P015,2026-01-06,Male,Cycling,69,506.0,4293.0,109.0,7.6
P018,2026-02-03,Male,Yoga,55,240.0,5267.0,100.0,5.2
P024,2026-02-07,Female,HIIT,20,191.0,4875.0,131.0,5.2
P016,2026-03-31,Male,Running,43,433.0,9148.0,130.0,4.3
P014,2026-02-14,Male,Walking,42,311.0,6504.0,112.0,4.0
P021,2026-03-26,Male,Running,25,284.0,8935.0,147.0,5.9
P004,2026-01-26,Male,Running,48,471.0,9454.0,126.0,8.2
P014,2026-03-02,Male,Swimming,75,596.0,3354.0,124.0,9.3
P018,2026-03-24,Male,Walking,51,255.0,9475.0,96.0,7.2
P016,2026-01-18,Male,Weight Training,50,343.0,4957.0,103.0,7.7
P016,2026-03-27,Male,Walking,32,189.0,7523.0,90.0,6.9
P006,2026-01-25,Male,Running,24,282.0,6874.0,129.0,5.7
P021,2026-03-06,Male,Running,24,311.0,9691.0,137.0,7.2
P006,2026-01-11,Male,Running,59,583.0,10132.0,125.0,6.8
P029,2026-03-22,Male,Running,35,364.0,9709.0,136.0,6.4
P015,2026-03-26,Male,Weight Training,66,423.0,4653.0,103.0,7.8
P012,2026-02-14,Male,Yoga,41,174.0,3395.0,91.0,6.0
P030,2026-03-26,Male,Running,50,508.0,11730.0,134.0,6.3
P029,2026-01-07,Male,Yoga,59,261.0,4977.0,97.0,6.8
P017,2026-01-08,Female,Cycling,64,428.0,4047.0,122.0,7.6
P002,2026-03-16,Male,Walking,27,140.0,6377.0,100.0,7.1
P010,2026-02-03,Male,Yoga,56,228.0,3596.0,90.0,6.6
P029,2026-01-05,Male,Yoga,71,274.0,4486.0,99.0,6.2
P004,2026-02-26,Male,Swimming,41,336.0,3319.0,121.0,7.1
P021,2026-03-21,Male,Cycling,80,613.0,6298.0,114.0,6.1
P022,2026-01-10,Male,Weight Training,60,396.0,5588.0,114.0,5.1
P001,2026-01-28,Male,Cycling,59,467.0,3978.0,109.0,7.6
P028,2026-03-05,Female,Cycling,46,285.0,4462.0,125.0,6.4
P003,2026-03-02,Female,Swimming,72,494.0,5432.0,124.0,5.8
P018,2026-01-23,Male,Yoga,30,127.0,5350.0,90.0,7.4
P022,2026-03-30,Male,Cycling,41,311.0,5336.0,126.0,8.3
P022,2026-01-04,Male,Yoga,36,184.0,4823.0,90.0,9.4
P014,2026-03-06,Male,Yoga,37,138.0,3482.0,99.0,6.9
P024,2026-01-14,Female,Swimming,49,348.0,4211.0,117.0,5.1
P011,2026-01-30,Male,Running,43,427.0,9136.0,136.0,7.0
P003,2026-03-23,Female,Yoga,63,200.0,5922.0,90.0,8.4
P027,2026-01-30,Male,Walking,22,112.0,7871.0,90.0,7.9
P011,2026-01-21,Male,HIIT,38,389.0,5427.0,141.0,5.9
P009,2026-02-05,Female,Cycling,30,215.0,4235.0,103.0,8.6
P029,2026-03-06,Male,Swimming,36,338.0,4324.0,141.0,4.4
P010,2026-03-06,Male,Cycling,48,361.0,3686.0,121.0,7.0
P003,2026-03-09,Female,Weight Training,65,402.0,5524.0,116.0,7.0
P013,2026-03-30,Male,Walking,59,300.0,11265.0,106.0,7.0
P010,2026-01-28,Male,Cycling,30,232.0,3782.0,115.0,6.9
P018,2026-01-27,Male,Yoga,43,191.0,5507.0,91.0,7.8
P012,2026-02-18,Male,Cycling,39,313.0,3665.0,114.0,8.4
P030,2026-01-05,Male,HIIT,34,354.0,6672.0,143.0,6.0
P009,2026-03-03,Female,Yoga,74,280.0,4604.0,90.0,7.9
P006,2026-03-02,Male,Walking,24,146.0,5497.0,90.0,9.2
P012,2026-03-28,Male,Swimming,75,607.0,4108.0,116.0,7.3
P010,2026-03-26,Male,Walking,25,151.0,5507.0,90.0,6.7
P030,2026-01-03,Male,Running,41,437.0,9467.0,134.0,7.2
P008,2026-01-11,Male,Running,43,439.0,12196.0,126.0,6.5
P026,2026-03-04,Male,Running,50,487.0,12315.0,130.0,7.4
P021,2026-03-04,Male,Walking,59,301.0,11879.0,100.0,5.6
P018,2026-03-01,Male,Cycling,84,642.0,6298.0,125.0,5.9
P013,2026-02-16,Male,Running,28,275.0,8892.0,111.0,9.0
P003,2026-01-23,Female,Cycling,53,311.0,6013.0,126.0,6.0
P006,2026-02-01,Male,Walking,38,213.0,6100.0,90.0,7.6
P021,2026-03-09,Male,Walking,45,311.0,9444.0,105.0,6.5
P007,2026-01-09,Male,Walking,55,277.0,9837.0,90.0,9.4
P022,2026-02-27,Male,Cycling,48,379.0,4998.0,131.0,6.1
P016,2026-01-05,Male,Running,60,566.0,11996.0,122.0,6.4
P011,2026-03-31,Male,Cycling,48,397.0,4068.0,118.0,8.5
P008,2026-02-01,Male,Running,36,361.0,10551.0,128.0,7.9
P003,2026-01-23,Female,Running,21,192.0,7588.0,134.0,7.0
P014,2026-01-31,Male,HIIT,18,216.0,3864.0,144.0,7.1
P002,2026-02-21,Male,Weight Training,46,316.0,4622.0,118.0,7.8
P001,2026-01-22,Male,Weight Training,46,309.0,4718.0,111.0,5.5
P001,2026-03-01,Male,Yoga,71,298.0,4031.0,92.0,6.3
P028,2026-03-30,Female,Running,47,405.0,11276.0,137.0,6.5
P008,2026-01-25,Male,Yoga,61,262.0,6284.0,90.0,7.9
P013,2026-02-17,Male,Running,54,524.0,12902.0,116.0,6.8
P030,2026-02-01,Male,HIIT,36,365.0,6897.0,135.0,6.6
P017,2026-01-04,Female,Running,33,314.0,7943.0,140.0,8.0
P014,2026-03-28,Male,Yoga,77,256.0,3319.0,95.0,7.1
P010,2026-03-10,Male,Cycling,62,448.0,4101.0,109.0,8.7
P011,2026-02-27,Male,HIIT,37,381.0,5613.0,131.0,8.1
P029,2026-01-20,Male,Swimming,24,223.0,4793.0,137.0,5.9
P005,2026-01-21,Male,Running,46,498.0,13771.0,137.0,6.3
P029,2026-01-18,Male,Swimming,39,334.0,4834.0,124.0,7.2
P018,2026-02-02,Male,Yoga,56,250.0,5517.0,98.0,6.3
P018,2026-01-08,Male,HIIT,43,446.0,7836.0,140.0,7.0
P021,2026-02-16,Male,Weight Training,62,399.0,6605.0,124.0,7.0
P027,2026-01-19,Male,Cycling,67,494.0,6298.0,107.0,7.2
P028,2026-02-15,Female,Yoga,31,83.0,3839.0,90.0,10.0
P004,2026-02-22,Male,Walking,59,265.0,8328.0,97.0,6.3
P017,2026-01-23,Female,Yoga,55,219.0,3811.0,96.0,6.8
P018,2026-03-27,Male,Walking,40,217.0,9156.0,98.0,7.3
P003,2026-01-08,Female,Yoga,71,263.0,5046.0,90.0,7.1
P028,2026-02-06,Female,Cycling,73,507.0,4293.0,123.0,6.9
P022,2026-01-08,Male,HIIT,23,294.0,5848.0,150.0,5.7
P027,2026-02-22,Male,HIIT,27,316.0,7299.0,110.0,9.6
P007,2026-01-01,Male,Walking,68,323.0,9686.0,90.0,9.2
P017,2026-03-20,Female,Cycling,69,465.0,4331.0,116.0,9.4
P030,2026-03-22,Male,Swimming,56,469.0,4464.0,131.0,6.0
P010,2026-03-11,Male,Running,36,395.0,7544.0,129.0,6.6
P005,2026-01-03,Male,Walking,51,234.0,11629.0,95.0,8.1
P020,2026-02-12,Female,Cycling,41,318.0,5099.0,126.0,5.6
P004,2026-02-10,Male,Weight Training,40,293.0,4031.0,108.0,7.7
P020,2026-02-24,Female,HIIT,34,311.0,7543.0,134.0,7.1
P016,2026-01-18,Male,HIIT,20,239.0,5753.0,112.0,8.9
P006,2026-01-22,Male,Yoga,49,193.0,3093.0,90.0,7.8
P015,2026-02-23,Male,Yoga,39,172.0,3712.0,90.0,6.7
P014,2026-01-04,Male,Cycling,38,311.0,3430.0,124.0,7.1
P024,2026-03-17,Female,Yoga,72,311.0,4158.0,97.0,7.0
P009,2026-03-17,Female,Cycling,45,318.0,4489.0,116.0,7.0
P010,2026-01-23,Male,HIIT,27,285.0,5360.0,137.0,5.7
P021,2026-01-15,Male,Swimming,23,228.0,6013.0,133.0,7.6
P027,2026-03-03,Male,Swimming,61,501.0,6368.0,117.0,6.2
P016,2026-02-16,Male,Cycling,63,494.0,4787.0,107.0,7.7
P003,2026-03-14,Female,Swimming,54,385.0,5479.0,119.0,7.5
P007,2026-01-04,Male,Walking,64,293.0,8878.0,91.0,7.5
P016,2026-01-04,Male,Cycling,65,481.0,4690.0,113.0,6.3
P025,2026-03-15,Female,HIIT,32,277.0,7619.0,116.0,7.5
P017,2026-01-29,Female,Running,31,286.0,7236.0,128.0,9.1
P016,2026-01-17,Male,Running,52,499.0,10792.0,112.0,7.7
P008,2026-01-02,Male,Running,51,523.0,12595.0,130.0,7.0
P017,2026-03-13,Female,Walking,69,283.0,10306.0,103.0,6.7
P002,2026-03-30,Male,HIIT,34,368.0,5379.0,139.0,7.4
P021,2026-03-12,Male,Yoga,64,285.0,6152.0,94.0,8.6
P011,2026-01-04,Male,Yoga,38,179.0,3594.0,96.0,6.7
P014,2026-01-24,Male,Walking,29,160.0,6099.0,108.0,7.0
P023,2026-01-24,Female,Cycling,64,426.0,4889.0,114.0,6.1
P008,2026-03-03,Male,Running,22,261.0,9974.0,127.0,7.3
P026,2026-02-20,Male,Swimming,24,242.0,5049.0,120.0,7.2
P025,2026-02-20,Female,Yoga,52,183.0,5198.0,90.0,5.0
P029,2026-01-02,Male,Swimming,55,439.0,5167.0,129.0,8.5
P025,2026-01-09,Female,Walking,29,124.0,8550.0,90.0,7.1
P002,2026-02-08,Male,Cycling,54,415.0,4237.0,118.0,7.9
P002,2026-01-01,Male,Swimming,68,548.0,4067.0,127.0,6.7
P026,2026-02-12,Male,Running,25,271.0,8514.0,140.0,5.7
P022,2026-01-09,Male,HIIT,36,392.0,7474.0,145.0,6.0
P030,2026-01-31,Male,Walking,27,146.0,7590.0,101.0,5.4
P015,2026-02-13,Male,Swimming,60,510.0,3888.0,116.0,6.0
P015,2026-01-07,Male,HIIT,29,282.0,5672.0,119.0,7.0
P005,2026-02-21,Male,Cycling,80,600.0,6781.0,110.0,9.5
P021,2026-03-11,Male,HIIT,16,241.0,6574.0,151.0,6.0
P026,2026-02-14,Male,Walking,57,299.0,9859.0,102.0,5.4
P007,2026-02-27,Male,Yoga,41,144.0,4145.0,90.0,9.1
P009,2026-01-10,Female,Walking,31,148.0,6549.0,93.0,5.3
P025,2026-02-12,Female,Swimming,52,311.0,5651.0,108.0,7.5
P001,2026-02-01,Male,Weight Training,67,441.0,4369.0,104.0,6.7
P023,2026-03-30,Female,Walking,42,193.0,8544.0,90.0,6.8
P027,2026-02-05,Male,Weight Training,70,496.0,6600.0,98.0,8.8
P030,2026-02-10,Male,Running,39,398.0,10023.0,132.0,6.4
P019,2026-01-01,Female,Swimming,55,377.0,4200.0,123.0,6.7
P028,2026-02-12,Female,Walking,39,178.0,8054.0,99.0,6.3
P026,2026-01-26,Male,Yoga,62,240.0,4381.0,93.0,6.3
P022,2026-02-11,Male,Walking,48,267.0,9738.0,110.0,4.9
P002,2026-01-19,Male,Swimming,26,243.0,4557.0,134.0,6.6
P022,2026-02-18,Male,HIIT,31,355.0,6481.0,146.0,6.9
P026,2026-01-10,Male,HIIT,15,158.0,5462.0,131.0,7.5
P007,2026-03-14,Male,Running,56,527.0,12450.0,122.0,6.9
P028,2026-01-24,Female,Running,59,522.0,12190.0,148.0,5.0
P027,2026-02-13,Male,Yoga,61,239.0,6671.0,90.0,6.9
P007,2026-02-26,Male,Yoga,32,158.0,3937.0,90.0,8.3
P015,2026-01-12,Male,Running,22,230.0,6653.0,123.0,7.2
P005,2026-03-26,Male,Running,48,311.0,14122.0,135.0,7.5
P022,2026-01-01,Male,Cycling,51,406.0,5537.0,131.0,6.2
P003,2026-01-28,Female,Walking,28,127.0,8202.0,93.0,7.8
P022,2026-01-10,Male,HIIT,30,361.0,6149.0,143.0,6.8
P022,2026-02-18,Male,Running,39,417.0,9375.0,136.0,7.1
P011,2026-01-28,Male,Walking,34,180.0,6608.0,105.0,6.3
P013,2026-01-13,Male,Running,20,226.0,8730.0,116.0,8.6
P019,2026-03-14,Female,Running,35,336.0,8327.0,132.0,7.9
P026,2026-02-17,Male,Walking,70,338.0,11574.0,101.0,6.5
P010,2026-03-18,Male,Running,35,351.0,8020.0,126.0,7.8
P004,2026-03-18,Male,Running,58,569.0,11489.0,133.0,6.6
P002,2026-02-08,Male,Running,24,287.0,6674.0,142.0,6.1
P009,2026-02-20,Female,Running,48,221.0,7943.0,117.0,7.5
P025,2026-02-09,Female,Weight Training,45,311.0,5947.0,99.0,7.9
P007,2026-02-08,Male,Yoga,30,142.0,3596.0,90.0,6.7
P023,2026-03-20,Female,Cycling,88,596.0,5642.0,109.0,6.8
P026,2026-01-28,Male,Cycling,75,545.0,5272.0,117.0,7.8
P020,2026-02-25,Female,Yoga,36,133.0,4858.0,91.0,7.4
P015,2026-02-11,Male,HIIT,22,261.0,4710.0,120.0,6.6
P018,2026-02-09,Male,Walking,21,163.0,7816.0,106.0,5.2
P025,2026-01-02,Female,Swimming,34,282.0,5120.0,120.0,4.6
P027,2026-01-18,Male,Weight Training,55,377.0,7048.0,102.0,7.7
P016,2026-03-10,Male,Running,47,451.0,11278.0,115.0,7.9
P030,2026-01-12,Male,Walking,36,188.0,7822.0,110.0,6.6
P013,2026-03-08,Male,HIIT,31,328.0,7544.0,122.0,8.2
P029,2026-01-12,Male,HIIT,32,367.0,5846.0,141.0,8.0
P008,2026-03-09,Male,Yoga,69,259.0,6627.0,95.0,8.2
P006,2026-01-19,Male,Cycling,45,343.0,3613.0,110.0,8.0
P021,2026-03-11,Male,Cycling,79,597.0,6351.0,135.0,5.5
P025,2026-03-17,Female,Walking,24,150.0,7423.0,90.0,7.0
P018,2026-01-04,Male,Running,53,546.0,12223.0,134.0,7.1
P027,2026-03-20,Male,Weight Training,56,379.0,7060.0,97.0,8.3
P020,2026-01-03,Female,Yoga,66,259.0,5065.0,90.0,6.9
P024,2026-02-25,Female,Swimming,68,502.0,4003.0,121.0,6.2
P005,2026-02-22,Male,Walking,39,222.0,10583.0,90.0,8.4
P015,2026-02-22,Male,Weight Training,73,478.0,4485.0,107.0,6.2
P023,2026-03-31,Female,Yoga,53,187.0,4535.0,90.0,8.4
P027,2026-01-31,Male,Cycling,48,402.0,5886.0,113.0,6.1
P011,2026-01-01,Male,Walking,51,249.0,8381.0,90.0,9.5
P022,2026-02-24,Male,Cycling,59,455.0,5244.0,131.0,5.6
P029,2026-03-09,Male,Running,27,288.0,7396.0,138.0,7.9
P019,2026-03-02,Female,Running,22,237.0,7191.0,135.0,6.0
P019,2026-03-09,Female,Walking,69,271.0,9603.0,94.0,7.5
P004,2026-03-27,Male,Swimming,45,379.0,3568.0,117.0,8.3
P001,2026-03-30,Male,Walking,66,321.0,10459.0,90.0,8.7
P022,2026-02-10,Male,Walking,25,158.0,7219.0,98.0,6.2
P013,2026-02-06,Male,Running,52,517.0,13269.0,110.0,9.9
P018,2026-03-11,Male,Yoga,63,248.0,5018.0,97.0,7.6
P003,2026-01-08,Female,Yoga,57,200.0,5555.0,92.0,6.3
P008,2026-02-07,Male,Walking,63,305.0,11442.0,92.0,7.7
P005,2026-03-30,Male,HIIT,44,444.0,8662.0,152.0,5.2
P008,2026-02-20,Male,Weight Training,45,314.0,7691.0,124.0,5.4
P022,2026-03-09,Male,Yoga,31,134.0,5031.0,90.0,9.2
